State,County,Year,Unemployment,Median household income,Adult obesity,Poor mental health days,Premature death
CA,Marin County,1/1/2015,0.05,94347,0.158,3.0,3501.0
CA,Mariposa County,1/1/2014,0.11,43166,0.238,3.4,7309.0
CA,Mariposa County,1/1/2015,0.092,45251,0.241,3.4,7094.0
CA,Mendocino County,1/1/2014,0.097,41088,0.248,4.0,7975.0
CA,Mendocino County,1/1/2015,0.077,42001,0.242,4.0,7323.0
CA,Merced County,1/1/2014,0.17,42552,0.313,4.2,6726.0
CA,Merced County,1/1/2015,0.147,41003,0.311,4.2,6581.0
CA,Mono County,1/1/2014,0.105,53067,0.208,3.1,3891.0
CA,Mono County,1/1/2015,0.086,55107,0.216,3.1,3449.0
CA,Monterey County,1/1/2014,0.114,56038,0.228,4.6,5216.0
CA,Monterey County,1/1/2015,0.101,55411,0.22,4.6,4991.0
CA,Napa County,1/1/2014,0.078,65698,0.236,4.0,5309.0
CA,Napa County,1/1/2015,0.063,68619,0.241,4.0,4739.0
CA,Nevada County,1/1/2014,0.094,54230,0.185,3.0,5604.0
CA,Nevada County,1/1/2015,0.077,55246,0.178,3.0,5872.0
CA,Orange County,1/1/2014,0.076,71866,0.204,3.2,4396.0
CA,Orange County,1/1/2015,0.062,73827,0.207,3.2,4179.0
CA,Placer County,1/1/2014,0.094,69521,0.228,2.9,4802.0
CA,Placer County,1/1/2015,0.076,73643,0.225,2.9,4922.0
CA,Plumas County,1/1/2014,0.147,46450,0.23,3.4,7082.0
CA,Plumas County,1/1/2015,0.126,47645,0.248,3.4,8246.0
CA,Riverside County,1/1/2014,0.122,52416,0.27,4.1,5960.0
CA,Riverside County,1/1/2015,0.103,53909,0.259,4.1,5627.0
CA,Sacramento County,1/1/2014,0.106,52617,0.277,3.7,6447.0
CA,Sacramento County,1/1/2015,0.088,52980,0.269,3.7,6353.0
CA,San Benito County,1/1/2014,0.139,60577,0.243,2.6,4955.0
CA,San Benito County,1/1/2015,0.111,66780,0.233,2.6,4915.0
CA,San Bernardino County,1/1/2014,0.12,50603,0.282,4.1,6760.0
CA,San Bernardino County,1/1/2015,0.101,52112,0.277,4.1,6379.0
CA,San Diego County,1/1/2014,0.089,60235,0.231,3.7,5143.0
CA,San Diego County,1/1/2015,0.075,61365,0.226,3.7,4882.0
CA,San Francisco County,1/1/2014,0.073,72093,0.16,3.1,5244.0
CA,San Francisco County,1/1/2015,0.057,76933,0.152,3.1,5002.0
CA,San Joaquin County,1/1/2014,0.152,50431,0.31,4.0,7088.0
CA,San Joaquin County,1/1/2015,0.128,51219,0.304,4.0,7018.0
CA,San Luis Obispo County,1/1/2014,0.081,58427,0.2,3.5,5229.0
CA,San Luis Obispo County,1/1/2015,0.067,57743,0.204,3.5,5516.0
CA,San Mateo County,1/1/2014,0.067,81568,0.2,3.2,4135.0
CA,San Mateo County,1/1/2015,0.054,91061,0.208,3.2,3824.0
CA,Santa Barbara County,1/1/2014,0.08,60683,0.192,3.3,5245.0
CA,Santa Barbara County,1/1/2015,0.068,60803,0.194,3.3,4986.0
CA,Santa Clara County,1/1/2014,0.084,91195,0.21,2.7,3988.0
CA,Santa Clara County,1/1/2015,0.068,91843,0.204,2.7,3757.0
CA,Santa Cruz County,1/1/2014,0.111,65799,0.201,3.7,5109.0
CA,Santa Cruz County,1/1/2015,0.095,65282,0.215,3.7,5066.0
CA,Shasta County,1/1/2014,0.134,44477,0.28,4.1,8358.0
CA,Shasta County,1/1/2015,0.109,41236,0.273,4.1,8990.0
CA,Siskiyou County,1/1/2014,0.153,36597,0.233,4.9,8516.0
CA,Siskiyou County,1/1/2015,0.13,37108,0.217,4.9,8761.0
CA,Solano County,1/1/2014,0.101,61976,0.271,3.3,6389.0
CA,Solano County,1/1/2015,0.084,63398,0.265,3.3,6229.0
CA,Sonoma County,1/1/2014,0.086,59855,0.225,3.4,5233.0
CA,Sonoma County,1/1/2015,0.067,61020,0.224,3.4,4942.0
CA,Stanislaus County,1/1/2014,0.152,46324,0.308,3.9,6810.0
CA,Stanislaus County,1/1/2015,0.13,47808,0.321,3.9,6876.0
CA,Sutter County,1/1/2014,0.176,46524,0.259,3.3,6862.0
CA,Sutter County,1/1/2015,0.153,47903,0.276,3.3,6587.0
CA,Tehama County,1/1/2014,0.139,38577,0.26,5.0,7902.0
CA,Tehama County,1/1/2015,0.116,43459,0.271,5.0,7414.0
CA,Trinity County,1/1/2014,0.158,35162,0.251,9.2,8555.0
CA,Trinity County,1/1/2015,0.128,35708,0.25,9.2,9952.0
CA,Tulare County,1/1/2014,0.158,40197,0.295,4.5,7367.0
CA,Tulare County,1/1/2015,0.14,39657,0.283,4.5,6961.0
CA,Tuolumne County,1/1/2014,0.116,46624,0.227,3.7,6682.0
CA,Tuolumne County,1/1/2015,0.098,50774,0.227,3.7,6973.0
CA,Ventura County,1/1/2014,0.09,71043,0.219,3.6,5058.0
CA,Ventura County,1/1/2015,0.078,76513,0.213,3.6,4730.0
CA,Yolo County,1/1/2014,0.115,51040,0.229,3.2,4891.0
CA,Yolo County,1/1/2015,0.094,55011,0.211,3.2,4923.0
CA,Yuba County,1/1/2014,0.169,41599,0.305,5.3,7940.0
CA,Yuba County,1/1/2015,0.14,41824,0.276,5.3,7558.0
CO,Adams County,1/1/2014,0.092,55695,0.25,3.6,6371.0
CO,Adams County,1/1/2015,0.075,54876,0.249,3.6,6235.0
CO,Alamosa County,1/1/2014,0.091,37731,0.205,3.1,8017.0
CO,Alamosa County,1/1/2015,0.082,37484,0.213,3.1,8496.0
CO,Arapahoe County,1/1/2014,0.078,60525,0.207,3.2,5592.0
CO,Arapahoe County,1/1/2015,0.065,61092,0.212,3.2,5309.0
CO,Archuleta County,1/1/2014,0.094,46127,0.17,3.7,6442.0
CO,Archuleta County,1/1/2015,0.079,44417,0.166,3.7,5188.0
CO,Baca County,1/1/2014,0.04,37775,0.218,2.5,12359.0
CO,Baca County,1/1/2015,0.037,35787,0.206,2.5,10558.0
CO,Bent County,1/1/2014,0.085,33540,0.24,4.1,8560.0
CO,Bent County,1/1/2015,0.077,34440,0.243,4.1,8993.0
CO,Boulder County,1/1/2014,0.061,66894,0.149,2.8,4574.0
CO,Boulder County,1/1/2015,0.052,71405,0.15,2.8,4065.0
CO,Broomfield County,1/1/2014,0.071,81040,0.202,3.2,4966.0
CO,Broomfield County,1/1/2015,0.061,79117,0.202,3.2,4695.0
CO,Chaffee County,1/1/2014,0.071,44651,0.162,2.6,5504.0
CO,Chaffee County,1/1/2015,0.062,48012,0.18,2.6,6292.0
CO,Clear Creek County,1/1/2014,0.074,65359,0.166,2.9,8399.0
CO,Clear Creek County,1/1/2015,0.063,63489,0.173,2.9,6832.0
CO,Conejos County,1/1/2014,0.099,31970,0.177,3.8,8839.0
CO,Conejos County,1/1/2015,0.101,34923,0.192,3.8,9363.0
CO,Costilla County,1/1/2014,0.127,26075,0.205,1.8,9422.0
CO,Costilla County,1/1/2015,0.122,28233,0.215,1.8,11968.0
CO,Custer County,1/1/2014,0.069,46744,0.212,2.5,6402.0
CO,Custer County,1/1/2015,0.069,47268,0.205,2.5,3718.0
CO,Delta County,1/1/2014,0.085,41208,0.215,3.9,7297.0
CO,Delta County,1/1/2015,0.075,41730,0.221,3.9,6816.0
CO,Denver County,1/1/2014,0.085,50455,0.182,3.2,7880.0
CO,Denver County,1/1/2015,0.07,51156,0.17,3.2,7151.0
CO,Douglas County,1/1/2014,0.064,98426,0.162,2.4,3622.0
CO,Douglas County,1/1/2015,0.054,105192,0.163,2.4,3538.0
CO,Eagle County,1/1/2014,0.081,69870,0.132,2.1,3517.0
CO,Eagle County,1/1/2015,0.066,78517,0.12,2.1,3493.0
CO,El Paso County,1/1/2014,0.093,55312,0.214,3.4,6314.0
CO,El Paso County,1/1/2015,0.08,57072,0.218,3.4,6169.0
CO,Elbert County,1/1/2014,0.072,81528,0.202,2.9,5071.0
CO,Elbert County,1/1/2015,0.058,80972,0.201,2.9,5095.0
CO,Fremont County,1/1/2014,0.101,40809,0.224,3.5,8136.0
CO,Fremont County,1/1/2015,0.09,41412,0.221,3.5,7789.0
CO,Garfield County,1/1/2014,0.08,54088,0.174,2.8,5462.0
CO,Garfield County,1/1/2015,0.068,57364,0.198,2.8,5751.0
CO,Grand County,1/1/2014,0.076,56191,0.18,4.0,5346.0
CO,Grand County,1/1/2015,0.059,57312,0.187,4.0,5104.0
CO,Gunnison County,1/1/2014,0.066,49861,0.159,2.5,4806.0
CO,Gunnison County,1/1/2015,0.059,48391,0.16,2.5,5331.0
CO,Huerfano County,1/1/2014,0.122,31574,0.209,6.4,11888.0
CO,Huerfano County,1/1/2015,0.113,32418,0.197,6.4,10916.0
CO,Jefferson County,1/1/2014,0.076,67401,0.196,2.9,5534.0
CO,Jefferson County,1/1/2015,0.063,68161,0.198,2.9,5417.0
CO,Kit Carson County,1/1/2014,0.047,44059,0.272,2.1,6991.0
CO,Kit Carson County,1/1/2015,0.042,39633,0.261,2.1,7149.0
CO,La Plata County,1/1/2014,0.066,55888,0.167,2.5,5037.0
CO,La Plata County,1/1/2015,0.055,58675,0.172,2.5,5237.0
CO,Lake County,1/1/2014,0.1,45504,0.192,2.6,6269.0
CO,Lake County,1/1/2015,0.084,47547,0.193,2.6,5855.0
CO,Larimer County,1/1/2014,0.064,56132,0.193,3.1,4960.0
CO,Larimer County,1/1/2015,0.054,59337,0.199,3.1,4779.0
CO,Las Animas County,1/1/2014,0.107,38713,0.243,2.9,10184.0
CO,Las Animas County,1/1/2015,0.099,38547,0.231,2.9,10847.0
CO,Logan County,1/1/2014,0.066,42740,0.237,3.0,6105.0
CO,Logan County,1/1/2015,0.056,43561,0.239,3.0,5832.0
CO,Mesa County,1/1/2014,0.092,46940,0.223,3.5,6800.0
CO,Mesa County,1/1/2015,0.081,48108,0.232,3.5,7065.0
CO,Moffat County,1/1/2014,0.077,57023,0.241,3.2,8449.0
CO,Moffat County,1/1/2015,0.062,58890,0.272,3.2,7441.0
CO,Montezuma County,1/1/2014,0.085,40351,0.218,3.9,9079.0
CO,Montezuma County,1/1/2015,0.076,43655,0.208,3.9,8497.0
CO,Montrose County,1/1/2014,0.105,45226,0.201,2.8,6967.0
CO,Montrose County,1/1/2015,0.093,43946,0.219,2.8,6979.0
CO,Morgan County,1/1/2014,0.066,44577,0.288,2.7,7018.0
CO,Morgan County,1/1/2015,0.063,46332,0.298,2.7,7179.0
CO,Otero County,1/1/2014,0.095,35026,0.255,3.8,8989.0
CO,Otero County,1/1/2015,0.088,36811,0.274,3.8,9257.0
CO,Park County,1/1/2014,0.075,60731,0.184,3.4,5369.0
CO,Park County,1/1/2015,0.065,57510,0.203,3.4,6044.0
CO,Phillips County,1/1/2014,0.049,46216,0.226,2.7,8211.0
CO,Phillips County,1/1/2015,0.041,46805,0.22,2.7,5247.0
CO,Pitkin County,1/1/2014,0.074,67057,0.142,2.7,3696.0
CO,Pitkin County,1/1/2015,0.065,71012,0.133,2.7,2835.0
CO,Prowers County,1/1/2014,0.065,36580,0.255,3.7,9547.0
CO,Prowers County,1/1/2015,0.057,38830,0.263,3.7,8000.0
CO,Pueblo County,1/1/2014,0.107,41209,0.266,3.9,8767.0
CO,Pueblo County,1/1/2015,0.096,41352,0.265,3.9,8686.0
CO,Rio Blanco County,1/1/2014,0.06,57922,0.211,3.3,6178.0
CO,Rio Blanco County,1/1/2015,0.054,59364,0.222,3.3,7597.0
CO,Rio Grande County,1/1/2014,0.094,37837,0.227,4.8,7762.0
CO,Rio Grande County,1/1/2015,0.087,39834,0.235,4.8,9151.0
CO,Routt County,1/1/2014,0.073,62271,0.134,2.2,5600.0
CO,Routt County,1/1/2015,0.058,63763,0.147,2.2,4528.0
CO,Saguache County,1/1/2014,0.104,30197,0.23,3.1,8383.0
CO,Saguache County,1/1/2015,0.104,35310,0.222,3.1,6609.0
CO,Sedgwick County,1/1/2014,0.049,37633,0.241,3.5,8054.0
CO,Sedgwick County,1/1/2015,0.043,39980,0.242,3.5,9309.0
CO,Summit County,1/1/2014,0.072,61286,0.145,1.9,3877.0
CO,Summit County,1/1/2015,0.058,63236,0.132,1.9,2984.0
CO,Teller County,1/1/2014,0.081,59558,0.178,3.3,6765.0
CO,Teller County,1/1/2015,0.077,62725,0.167,3.3,6566.0
CO,Weld County,1/1/2014,0.087,55332,0.256,3.0,5730.0
CO,Weld County,1/1/2015,0.071,58404,0.253,3.0,5787.0
CO,Yuma County,1/1/2014,0.04,45059,0.251,1.6,5728.0
CO,Yuma County,1/1/2015,0.037,45487,0.242,1.6,5138.0
CT,Fairfield County,1/1/2014,0.076,79536,0.186,2.8,4541.0
CT,Fairfield County,1/1/2015,0.071,81816,0.196,2.8,4459.0
CT,Hartford County,1/1/2014,0.087,63374,0.246,3.1,5808.0
CT,Hartford County,1/1/2015,0.081,63491,0.261,3.1,5746.0
CT,Litchfield County,1/1/2014,0.077,67746,0.219,3.0,5191.0
CT,Litchfield County,1/1/2015,0.072,70519,0.235,3.0,5325.0
CT,Middlesex County,1/1/2014,0.071,74588,0.239,3.2,4899.0
CT,Middlesex County,1/1/2015,0.067,75335,0.235,3.2,4985.0
CT,New Haven County,1/1/2014,0.092,59217,0.274,3.5,6030.0
CT,New Haven County,1/1/2015,0.086,58672,0.269,3.5,5761.0
CT,New London County,1/1/2014,0.085,65573,0.25,2.9,5534.0
CT,New London County,1/1/2015,0.079,62638,0.263,2.9,5452.0
CT,Tolland County,1/1/2014,0.072,75048,0.234,2.8,4371.0
CT,Tolland County,1/1/2015,0.067,73660,0.24,2.8,4371.0
CT,Windham County,1/1/2014,0.095,54221,0.3,3.2,6289.0
CT,Windham County,1/1/2015,0.087,55948,0.303,3.2,6048.0
DC,District of Columbia,1/1/2015,0.083,66326,0.215,2.9,8239.0
DE,Kent County,1/1/2014,0.076,51695,0.338,3.5,8338.0
DE,Kent County,1/1/2015,0.069,53811,0.327,3.5,7886.0
DE,New Castle County,1/1/2014,0.07,62086,0.267,3.2,7270.0
DE,New Castle County,1/1/2015,0.067,63033,0.259,3.2,7335.0
DE,Sussex County,1/1/2014,0.07,48684,0.299,3.4,7689.0
DE,Sussex County,1/1/2015,0.067,50207,0.307,3.4,7150.0
FL,Alachua County,1/1/2014,0.066,41297,0.252,3.3,7187.0
FL,Alachua County,1/1/2015,0.054,39614,0.246,3.3,6743.0
FL,Baker County,1/1/2014,0.078,45721,0.367,4.7,10435.0
FL,Baker County,1/1/2015,0.067,46505,0.371,4.7,9702.0
FL,Bay County,1/1/2014,0.083,45259,0.285,5.6,8802.0
FL,Bay County,1/1/2015,0.068,45249,0.287,5.6,8475.0
FL,Bradford County,1/1/2014,0.072,38680,0.357,5.0,10110.0
FL,Bradford County,1/1/2015,0.057,40668,0.359,5.0,9173.0
FL,Brevard County,1/1/2014,0.092,46332,0.284,4.3,7701.0
FL,Brevard County,1/1/2015,0.079,46677,0.289,4.3,7962.0
FL,Broward County,1/1/2014,0.074,49564,0.241,3.4,6599.0
FL,Broward County,1/1/2015,0.061,50343,0.247,3.4,6155.0
FL,Calhoun County,1/1/2014,0.081,33418,0.361,5.5,8143.0
FL,Calhoun County,1/1/2015,0.068,33977,0.37,5.5,8173.0
FL,Charlotte County,1/1/2014,0.088,44454,0.257,5.0,7877.0
FL,Charlotte County,1/1/2015,0.072,43611,0.248,5.0,7947.0
FL,Citrus County,1/1/2014,0.098,38937,0.293,4.6,9905.0
FL,Citrus County,1/1/2015,0.084,39285,0.27,4.6,10012.0
FL,Clay County,1/1/2014,0.076,56359,0.282,3.5,6980.0
FL,Clay County,1/1/2015,0.063,57991,0.288,3.5,6922.0
FL,Collier County,1/1/2014,0.085,54475,0.209,3.6,5876.0
FL,Collier County,1/1/2015,0.069,55584,0.199,3.6,5488.0
FL,Columbia County,1/1/2014,0.081,37091,0.349,4.5,10275.0
FL,Columbia County,1/1/2015,0.067,41722,0.358,4.5,9339.0
FL,DeSoto County,1/1/2014,0.092,33602,0.344,3.5,7540.0
FL,DeSoto County,1/1/2015,0.076,33198,0.347,3.5,7081.0
FL,Dixie County,1/1/2014,0.109,31913,0.357,4.5,10744.0
FL,Dixie County,1/1/2015,0.089,31649,0.357,4.5,10715.0
FL,Duval County,1/1/2014,0.088,43835,0.284,3.8,9151.0
FL,Duval County,1/1/2015,0.074,47876,0.294,3.8,8607.0
FL,Escambia County,1/1/2014,0.084,44539,0.3,4.8,9310.0
FL,Escambia County,1/1/2015,0.073,42742,0.296,4.8,9071.0
FL,Flagler County,1/1/2014,0.116,44460,0.284,4.8,6976.0
FL,Flagler County,1/1/2015,0.102,47872,0.27,4.8,6960.0
FL,Franklin County,1/1/2014,0.067,37868,0.261,3.9,8315.0
FL,Franklin County,1/1/2015,0.057,33471,0.253,3.9,8800.0
FL,Gadsden County,1/1/2014,0.091,35854,0.371,3.3,10008.0
FL,Gadsden County,1/1/2015,0.076,34348,0.384,3.3,9991.0
FL,Gilchrist County,1/1/2014,0.08,38016,0.321,3.3,9223.0
FL,Gilchrist County,1/1/2015,0.068,39854,0.313,3.3,8433.0
FL,Glades County,1/1/2014,0.091,37004,0.355,3.3,8411.0
FL,Glades County,1/1/2015,0.079,39003,0.356,3.3,6805.0
FL,Gulf County,1/1/2014,0.085,34940,0.311,3.0,7831.0
FL,Gulf County,1/1/2015,0.07,38880,0.316,3.0,7952.0
FL,Hamilton County,1/1/2014,0.103,32232,0.373,6.2,9614.0
FL,Hamilton County,1/1/2015,0.088,33836,0.386,6.2,9732.0
FL,Hardee County,1/1/2014,0.092,34012,0.369,2.5,8156.0
FL,Hardee County,1/1/2015,0.081,34884,0.368,2.5,7683.0
FL,Hendry County,1/1/2014,0.137,36515,0.344,3.5,8747.0
FL,Hendry County,1/1/2015,0.115,37085,0.343,3.5,7391.0
FL,Hernando County,1/1/2014,0.109,37093,0.287,5.9,9063.0
FL,Hernando County,1/1/2015,0.09,39280,0.294,5.9,8908.0
FL,Highlands County,1/1/2014,0.093,34722,0.302,4.2,8610.0
FL,Highlands County,1/1/2015,0.083,34054,0.303,4.2,8548.0
FL,Hillsborough County,1/1/2014,0.085,46534,0.268,4.1,7601.0
FL,Hillsborough County,1/1/2015,0.07,49510,0.261,4.1,7004.0
FL,Holmes County,1/1/2014,0.071,36272,0.306,3.6,10322.0
FL,Holmes County,1/1/2015,0.061,33220,0.315,3.6,10557.0
FL,Indian River County,1/1/2014,0.106,42638,0.218,4.0,7242.0
FL,Indian River County,1/1/2015,0.091,44326,0.229,4.0,6769.0
FL,Jackson County,1/1/2014,0.071,34978,0.339,3.6,8766.0
FL,Jackson County,1/1/2015,0.059,36332,0.34,3.6,8346.0
FL,Jefferson County,1/1/2014,0.079,38244,0.351,4.6,9287.0
FL,Jefferson County,1/1/2015,0.062,39494,0.356,4.6,8868.0
FL,Lafayette County,1/1/2014,0.074,34054,0.347,3.9,8379.0
FL,Lafayette County,1/1/2015,0.066,37120,0.362,3.9,7411.0
FL,Lake County,1/1/2014,0.09,41579,0.291,3.6,7563.0
FL,Lake County,1/1/2015,0.075,44244,0.305,3.6,7059.0
FL,Lee County,1/1/2014,0.089,46396,0.259,4.4,6665.0
FL,Lee County,1/1/2015,0.071,46605,0.259,4.4,6797.0
FL,Leon County,1/1/2014,0.072,46014,0.282,3.2,6405.0
FL,Leon County,1/1/2015,0.06,46975,0.267,3.2,6396.0
FL,Levy County,1/1/2014,0.095,32815,0.337,4.2,9697.0
FL,Levy County,1/1/2015,0.081,33193,0.32,4.2,9928.0
FL,Liberty County,1/1/2014,0.072,37726,0.357,3.0,7537.0
FL,Liberty County,1/1/2015,0.06,36561,0.369,3.0,7882.0
FL,Madison County,1/1/2014,0.101,31469,0.363,4.3,9613.0
FL,Madison County,1/1/2015,0.09,30391,0.357,4.3,8884.0
FL,Manatee County,1/1/2014,0.086,46999,0.251,3.8,7681.0
FL,Manatee County,1/1/2015,0.071,48066,0.25,3.8,7624.0
FL,Marion County,1/1/2014,0.1,37287,0.316,4.8,8848.0
FL,Marion County,1/1/2015,0.083,38783,0.31,4.8,8734.0
FL,Martin County,1/1/2014,0.088,47120,0.201,3.3,6380.0
FL,Martin County,1/1/2015,0.076,51159,0.209,3.3,5918.0
FL,Miami-Dade County,1/1/2014,0.093,41311,0.218,3.3,5916.0
FL,Miami-Dade County,1/1/2015,0.084,41840,0.21,3.3,5376.0
FL,Monroe County,1/1/2014,0.05,52152,0.189,3.5,8353.0
FL,Monroe County,1/1/2015,0.042,50380,0.197,3.5,7359.0
FL,Nassau County,1/1/2014,0.077,55367,0.278,3.8,8278.0
FL,Nassau County,1/1/2015,0.062,56987,0.268,3.8,7596.0
FL,Okaloosa County,1/1/2014,0.062,52381,0.285,3.2,7345.0
FL,Okaloosa County,1/1/2015,0.052,54265,0.288,3.2,6714.0
FL,Okeechobee County,1/1/2014,0.102,34742,0.317,3.4,9881.0
FL,Okeechobee County,1/1/2015,0.087,35954,0.337,3.4,8728.0
FL,Orange County,1/1/2014,0.083,45565,0.257,3.2,6647.0
FL,Orange County,1/1/2015,0.068,46675,0.252,3.2,6251.0
FL,Osceola County,1/1/2014,0.093,42743,0.29,3.5,6565.0
FL,Osceola County,1/1/2015,0.075,41592,0.292,3.5,6020.0
FL,Palm Beach County,1/1/2014,0.088,51217,0.224,3.4,6874.0
FL,Palm Beach County,1/1/2015,0.073,51768,0.224,3.4,6164.0
FL,Pasco County,1/1/2014,0.099,42695,0.285,4.9,8716.0
FL,Pasco County,1/1/2015,0.081,45454,0.286,4.9,8323.0
FL,Pinellas County,1/1/2014,0.085,44819,0.238,4.0,8617.0
FL,Pinellas County,1/1/2015,0.071,43773,0.24,4.0,8025.0
FL,Polk County,1/1/2014,0.098,41337,0.321,3.7,7926.0
FL,Polk County,1/1/2015,0.082,42447,0.307,3.7,7523.0
FL,Putnam County,1/1/2014,0.112,33593,0.338,5.7,11114.0
FL,Putnam County,1/1/2015,0.094,32852,0.331,5.7,11232.0
FL,Santa Rosa County,1/1/2014,0.077,59854,0.28,3.1,6943.0
FL,Santa Rosa County,1/1/2015,0.066,54876,0.282,3.1,6902.0
FL,Sarasota County,1/1/2014,0.086,48239,0.202,4.1,7158.0
FL,Sarasota County,1/1/2015,0.07,48717,0.206,4.1,6784.0
FL,Seminole County,1/1/2014,0.078,54901,0.249,3.0,6058.0
FL,Seminole County,1/1/2015,0.064,55195,0.253,3.0,5802.0
FL,St. Johns County,1/1/2014,0.069,62112,0.226,3.3,5975.0
FL,St. Johns County,1/1/2015,0.056,66312,0.23,3.3,5407.0
FL,St. Lucie County,1/1/2014,0.111,41934,0.287,4.1,7407.0
FL,St. Lucie County,1/1/2015,0.097,42825,0.298,4.1,7151.0
FL,Sumter County,1/1/2014,0.074,47017,0.281,3.6,7955.0
FL,Sumter County,1/1/2015,0.059,52670,0.289,3.6,7493.0
FL,Suwannee County,1/1/2014,0.077,34434,0.31,4.6,9818.0
FL,Suwannee County,1/1/2015,0.066,35666,0.316,4.6,8926.0
FL,Taylor County,1/1/2014,0.093,36257,0.359,4.8,9369.0
FL,Taylor County,1/1/2015,0.082,38370,0.365,4.8,8926.0
FL,Union County,1/1/2014,0.073,39486,0.38,4.1,16608.0
FL,Union County,1/1/2015,0.061,40841,0.379,4.1,14544.0
FL,Volusia County,1/1/2014,0.088,40114,0.258,4.9,8975.0
FL,Volusia County,1/1/2015,0.073,40908,0.273,4.9,8625.0
FL,Wakulla County,1/1/2014,0.071,46773,0.362,4.4,7445.0
FL,Wakulla County,1/1/2015,0.059,47430,0.371,4.4,7411.0
FL,Walton County,1/1/2014,0.056,40239,0.267,4.4,9002.0
FL,Walton County,1/1/2015,0.045,45357,0.272,4.4,7712.0
FL,Washington County,1/1/2014,0.094,36560,0.364,5.8,10553.0
FL,Washington County,1/1/2015,0.082,35671,0.373,5.8,10327.0
GA,Appling County,1/1/2014,0.103,35757,0.343,4.5,11116.0
GA,Appling County,1/1/2015,0.1,36915,0.347,4.5,11232.0
GA,Baldwin County,1/1/2014,0.12,35412,0.32,4.7,7889.0
GA,Baldwin County,1/1/2015,0.112,35815,0.318,4.7,7898.0
GA,Barrow County,1/1/2014,0.084,49608,0.322,4.3,7971.0
GA,Barrow County,1/1/2015,0.074,54668,0.329,4.3,7728.0
GA,Bartow County,1/1/2014,0.092,46693,0.294,4.6,8225.0
GA,Bartow County,1/1/2015,0.082,46330,0.316,4.6,8403.0
GA,Ben Hill County,1/1/2014,0.129,29155,0.334,3.7,9595.0
GA,Ben Hill County,1/1/2015,0.111,30090,0.35,3.7,8996.0
GA,Berrien County,1/1/2014,0.102,32955,0.301,3.8,8485.0
GA,Berrien County,1/1/2015,0.094,37903,0.324,3.8,9404.0
GA,Bibb County,1/1/2014,0.098,36198,0.303,3.6,11183.0
GA,Bibb County,1/1/2015,0.088,36816,0.286,3.6,11125.0
GA,Bleckley County,1/1/2014,0.135,40922,0.301,3.8,10304.0
GA,Bleckley County,1/1/2015,0.15,40369,0.315,3.8,10244.0
GA,Brantley County,1/1/2014,0.111,36303,0.31,4.2,11052.0
GA,Brantley County,1/1/2015,0.095,36758,0.318,4.2,10188.0
GA,Brooks County,1/1/2014,0.086,32176,0.333,4.8,7935.0
GA,Brooks County,1/1/2015,0.078,34367,0.351,4.8,8237.0
GA,Bryan County,1/1/2014,0.076,61561,0.283,4.4,7642.0
GA,Bryan County,1/1/2015,0.071,66066,0.27,4.4,8090.0
GA,Bulloch County,1/1/2014,0.104,35078,0.33,3.6,8036.0
GA,Bulloch County,1/1/2015,0.092,36484,0.325,3.6,7838.0
GA,Camden County,1/1/2014,0.09,51638,0.286,3.0,6698.0
GA,Camden County,1/1/2015,0.085,49098,0.315,3.0,6762.0
GA,Carroll County,1/1/2014,0.097,43636,0.314,4.1,8668.0
GA,Carroll County,1/1/2015,0.096,45493,0.306,4.1,8380.0
GA,Catoosa County,1/1/2014,0.066,46600,0.31,5.4,7058.0
GA,Catoosa County,1/1/2015,0.061,50847,0.302,5.4,6890.0
GA,Charlton County,1/1/2014,0.114,32626,0.315,5.1,9240.0
GA,Charlton County,1/1/2015,0.103,35165,0.322,5.1,8168.0
GA,Chatham County,1/1/2014,0.086,42694,0.268,2.8,8461.0
GA,Chatham County,1/1/2015,0.077,45254,0.279,2.8,7548.0
GA,Chattooga County,1/1/2014,0.108,34976,0.328,6.8,9897.0
GA,Chattooga County,1/1/2015,0.096,34440,0.346,6.8,9361.0
GA,Cherokee County,1/1/2014,0.072,68800,0.279,2.7,5603.0
GA,Cherokee County,1/1/2015,0.065,67686,0.262,2.7,5506.0
GA,Clarke County,1/1/2014,0.07,32720,0.267,4.3,6610.0
GA,Clarke County,1/1/2015,0.064,32864,0.265,4.3,6575.0
GA,Clayton County,1/1/2014,0.111,37594,0.361,3.7,7780.0
GA,Clayton County,1/1/2015,0.099,40606,0.375,3.7,7108.0
GA,Cobb County,1/1/2014,0.081,62596,0.234,2.8,5589.0
GA,Cobb County,1/1/2015,0.071,62866,0.223,2.8,5072.0
GA,Coffee County,1/1/2014,0.131,32646,0.305,3.7,8798.0
GA,Coffee County,1/1/2015,0.115,33615,0.322,3.7,9266.0
GA,Colquitt County,1/1/2014,0.092,32692,0.326,5.0,8542.0
GA,Colquitt County,1/1/2015,0.093,33095,0.321,5.0,9616.0
GA,Columbia County,1/1/2014,0.068,69582,0.264,2.8,6028.0
GA,Columbia County,1/1/2015,0.063,72531,0.262,2.8,5803.0
GA,Cook County,1/1/2014,0.112,32107,0.317,2.7,10262.0
GA,Cook County,1/1/2015,0.1,32327,0.293,2.7,12009.0
GA,Coweta County,1/1/2014,0.083,61153,0.296,3.4,6018.0
GA,Coweta County,1/1/2015,0.074,61469,0.28,3.4,6013.0
GA,Crawford County,1/1/2014,0.094,42409,0.307,5.7,7146.0
