State,County,Year,Unemployment,Median household income,Adult obesity,Poor mental health days,Premature death
SD,Turner County,1/1/2015,0.034,53115,0.314,2.1,5713.0
SD,Union County,1/1/2014,0.047,64772,0.301,1.7,4499.0
SD,Union County,1/1/2015,0.042,66831,0.291,1.7,4420.0
SD,Walworth County,1/1/2014,0.057,40622,0.326,2.4,6978.0
SD,Walworth County,1/1/2015,0.048,41030,0.307,2.4,8319.0
SD,Yankton County,1/1/2014,0.04,48284,0.292,3.2,6061.0
SD,Yankton County,1/1/2015,0.035,46599,0.288,3.2,5421.0
TN,Anderson County,1/1/2014,0.078,41038,0.309,3.9,8831.0
TN,Anderson County,1/1/2015,0.079,42365,0.326,3.9,9167.0
TN,Bedford County,1/1/2014,0.089,41726,0.36,3.7,8756.0
TN,Bedford County,1/1/2015,0.084,42288,0.351,3.7,9090.0
TN,Benton County,1/1/2014,0.102,33560,0.34,3.3,12849.0
TN,Benton County,1/1/2015,0.106,35559,0.333,3.3,12867.0
TN,Bledsoe County,1/1/2014,0.099,32591,0.318,4.4,8402.0
TN,Bledsoe County,1/1/2015,0.104,35715,0.338,4.4,9203.0
TN,Blount County,1/1/2014,0.068,46100,0.319,2.6,7576.0
TN,Blount County,1/1/2015,0.069,45348,0.334,2.6,8187.0
TN,Bradley County,1/1/2014,0.074,39821,0.299,4.5,7836.0
TN,Bradley County,1/1/2015,0.075,42665,0.318,4.5,8364.0
TN,Campbell County,1/1/2014,0.105,32895,0.334,5.7,11456.0
TN,Campbell County,1/1/2015,0.108,32325,0.328,5.7,10904.0
TN,Carroll County,1/1/2014,0.109,35591,0.353,4.3,10655.0
TN,Carroll County,1/1/2015,0.121,35929,0.319,4.3,10135.0
TN,Carter County,1/1/2014,0.08,33094,0.3,4.8,9292.0
TN,Carter County,1/1/2015,0.086,32773,0.287,4.8,8846.0
TN,Cheatham County,1/1/2014,0.072,51557,0.297,3.3,8866.0
TN,Cheatham County,1/1/2015,0.066,52544,0.301,3.3,10228.0
TN,Chester County,1/1/2014,0.085,40064,0.359,2.7,8791.0
TN,Chester County,1/1/2015,0.089,40779,0.317,2.7,9061.0
TN,Claiborne County,1/1/2014,0.104,33022,0.317,4.4,11863.0
TN,Claiborne County,1/1/2015,0.116,32775,0.345,4.4,11821.0
TN,Cocke County,1/1/2014,0.111,30141,0.334,4.7,11297.0
TN,Cocke County,1/1/2015,0.108,30950,0.314,4.7,12132.0
TN,Coffee County,1/1/2014,0.075,41328,0.345,5.1,9543.0
TN,Coffee County,1/1/2015,0.073,43375,0.356,5.1,9736.0
TN,Crockett County,1/1/2014,0.102,35838,0.346,5.1,10499.0
TN,Crockett County,1/1/2015,0.105,37085,0.358,5.1,9814.0
TN,Cumberland County,1/1/2014,0.09,39522,0.286,2.4,9769.0
TN,Cumberland County,1/1/2015,0.096,36163,0.265,2.4,10916.0
TN,Davidson County,1/1/2014,0.066,44864,0.303,2.7,8401.0
TN,Davidson County,1/1/2015,0.065,47239,0.308,2.7,7900.0
TN,DeKalb County,1/1/2014,0.077,35688,0.319,4.3,12583.0
TN,DeKalb County,1/1/2015,0.082,37392,0.32,4.3,11431.0
TN,Decatur County,1/1/2014,0.096,37167,0.333,2.1,12419.0
TN,Decatur County,1/1/2015,0.101,36213,0.346,2.1,10683.0
TN,Dickson County,1/1/2014,0.081,43501,0.32,4.8,9637.0
TN,Dickson County,1/1/2015,0.073,44991,0.349,4.8,8634.0
TN,Dyer County,1/1/2014,0.116,38121,0.336,3.2,8484.0
TN,Dyer County,1/1/2015,0.112,40158,0.333,3.2,10668.0
TN,Fayette County,1/1/2014,0.099,52163,0.369,3.1,8312.0
TN,Fayette County,1/1/2015,0.098,56058,0.351,3.1,7586.0
TN,Fentress County,1/1/2014,0.09,28388,0.349,3.1,12764.0
TN,Fentress County,1/1/2015,0.092,31065,0.375,3.1,12826.0
TN,Franklin County,1/1/2014,0.078,42066,0.315,3.8,9300.0
TN,Franklin County,1/1/2015,0.075,41477,0.304,3.8,9081.0
TN,Gibson County,1/1/2014,0.116,35807,0.371,3.7,10967.0
TN,Gibson County,1/1/2015,0.128,40083,0.34,3.7,11042.0
TN,Giles County,1/1/2014,0.092,38251,0.361,3.8,9447.0
TN,Giles County,1/1/2015,0.092,39880,0.351,3.8,9444.0
TN,Greene County,1/1/2014,0.109,34964,0.354,4.1,10052.0
TN,Greene County,1/1/2015,0.106,35980,0.316,4.1,10276.0
TN,Grundy County,1/1/2014,0.094,27915,0.306,7.2,16601.0
TN,Grundy County,1/1/2015,0.095,26101,0.279,7.2,16190.0
TN,Hamblen County,1/1/2014,0.09,36787,0.312,4.7,9486.0
TN,Hamblen County,1/1/2015,0.089,38807,0.298,4.7,9510.0
TN,Hamilton County,1/1/2014,0.075,47369,0.306,3.2,8358.0
TN,Hamilton County,1/1/2015,0.079,47373,0.291,3.2,8289.0
TN,Hardeman County,1/1/2014,0.11,32556,0.369,2.6,9662.0
TN,Hardeman County,1/1/2015,0.116,34766,0.36,2.6,10507.0
TN,Hardin County,1/1/2014,0.095,35154,0.328,3.5,11322.0
TN,Hardin County,1/1/2015,0.101,36154,0.34,3.5,11118.0
TN,Hawkins County,1/1/2014,0.079,36318,0.345,4.0,9723.0
TN,Hawkins County,1/1/2015,0.08,36102,0.345,4.0,10433.0
TN,Haywood County,1/1/2014,0.112,32614,0.387,3.0,10103.0
TN,Haywood County,1/1/2015,0.118,34557,0.41,3.0,10964.0
TN,Henderson County,1/1/2014,0.106,36983,0.364,2.8,9185.0
TN,Henderson County,1/1/2015,0.12,40960,0.351,2.8,10689.0
TN,Henry County,1/1/2014,0.102,35892,0.352,4.4,11804.0
TN,Henry County,1/1/2015,0.105,37327,0.365,4.4,11556.0
TN,Hickman County,1/1/2014,0.092,36356,0.337,5.0,10127.0
TN,Hickman County,1/1/2015,0.086,33816,0.344,5.0,9553.0
TN,Jefferson County,1/1/2014,0.101,39970,0.284,6.4,9453.0
TN,Jefferson County,1/1/2015,0.098,40490,0.279,6.4,9807.0
TN,Johnson County,1/1/2014,0.098,30020,0.312,3.0,9480.0
TN,Johnson County,1/1/2015,0.099,30652,0.313,3.0,9058.0
TN,Knox County,1/1/2014,0.063,46325,0.295,3.6,7995.0
TN,Knox County,1/1/2015,0.066,49105,0.287,3.6,7889.0
TN,Lauderdale County,1/1/2014,0.124,31672,0.37,3.5,10265.0
TN,Lauderdale County,1/1/2015,0.137,32169,0.39,3.5,10673.0
TN,Lawrence County,1/1/2014,0.113,36536,0.312,4.0,9683.0
TN,Lawrence County,1/1/2015,0.121,39532,0.313,4.0,10317.0
TN,Lewis County,1/1/2014,0.107,35062,0.324,5.6,9198.0
TN,Lewis County,1/1/2015,0.106,35097,0.313,5.6,7770.0
TN,Lincoln County,1/1/2014,0.055,42178,0.317,4.1,9404.0
TN,Lincoln County,1/1/2015,0.058,41453,0.308,4.1,9767.0
TN,Loudon County,1/1/2014,0.067,49616,0.295,3.0,7770.0
TN,Loudon County,1/1/2015,0.074,53230,0.28,3.0,8180.0
TN,Macon County,1/1/2014,0.081,35341,0.336,4.2,12526.0
TN,Macon County,1/1/2015,0.08,35432,0.324,4.2,10989.0
TN,Madison County,1/1/2014,0.082,42488,0.361,3.1,8294.0
TN,Madison County,1/1/2015,0.084,40750,0.373,3.1,8357.0
TN,Marion County,1/1/2014,0.089,39170,0.299,3.5,10449.0
TN,Marion County,1/1/2015,0.09,42128,0.283,3.5,10875.0
TN,Marshall County,1/1/2014,0.112,41455,0.299,3.0,8654.0
TN,Marshall County,1/1/2015,0.101,42363,0.299,3.0,8367.0
TN,Maury County,1/1/2014,0.093,43346,0.353,3.2,8865.0
TN,Maury County,1/1/2015,0.086,46497,0.351,3.2,7913.0
TN,McMinn County,1/1/2014,0.092,37502,0.335,4.7,9985.0
TN,McMinn County,1/1/2015,0.092,40543,0.338,4.7,10087.0
TN,McNairy County,1/1/2014,0.097,33110,0.354,3.7,11280.0
TN,McNairy County,1/1/2015,0.112,34596,0.359,3.7,10501.0
TN,Monroe County,1/1/2014,0.106,37850,0.354,3.5,9017.0
TN,Monroe County,1/1/2015,0.107,38061,0.349,3.5,9992.0
TN,Montgomery County,1/1/2014,0.078,48267,0.321,2.8,7727.0
TN,Montgomery County,1/1/2015,0.081,51059,0.305,2.8,7643.0
TN,Obion County,1/1/2014,0.133,38718,0.321,3.0,9858.0
TN,Obion County,1/1/2015,0.117,34469,0.329,3.0,9495.0
TN,Overton County,1/1/2014,0.087,33220,0.314,3.8,10338.0
TN,Overton County,1/1/2015,0.091,35457,0.316,3.8,10716.0
TN,Polk County,1/1/2014,0.096,36595,0.315,6.0,9994.0
TN,Polk County,1/1/2015,0.092,37375,0.325,6.0,12210.0
TN,Putnam County,1/1/2014,0.076,34060,0.325,3.4,8283.0
TN,Putnam County,1/1/2015,0.077,35554,0.349,3.4,7681.0
TN,Rhea County,1/1/2014,0.105,40682,0.372,4.8,9834.0
TN,Rhea County,1/1/2015,0.113,38860,0.365,4.8,9985.0
TN,Roane County,1/1/2014,0.076,41499,0.326,3.0,10180.0
TN,Roane County,1/1/2015,0.08,42037,0.34,3.0,11361.0
TN,Robertson County,1/1/2014,0.071,54065,0.329,2.1,8378.0
TN,Robertson County,1/1/2015,0.069,51093,0.339,2.1,8745.0
TN,Rutherford County,1/1/2014,0.065,53566,0.313,2.7,6788.0
TN,Rutherford County,1/1/2015,0.065,57056,0.317,2.7,6592.0
TN,Scott County,1/1/2014,0.174,29556,0.299,4.5,10666.0
TN,Scott County,1/1/2015,0.169,27749,0.296,4.5,12057.0
TN,Sequatchie County,1/1/2014,0.078,38695,0.348,3.9,10280.0
TN,Sequatchie County,1/1/2015,0.088,46460,0.34,3.9,10061.0
TN,Sevier County,1/1/2014,0.087,42490,0.309,2.9,8773.0
TN,Sevier County,1/1/2015,0.087,40444,0.302,2.9,8588.0
TN,Shelby County,1/1/2014,0.091,44382,0.346,2.8,9835.0
TN,Shelby County,1/1/2015,0.097,45067,0.35,2.8,9165.0
TN,Sullivan County,1/1/2014,0.07,38647,0.33,4.5,9005.0
TN,Sullivan County,1/1/2015,0.075,40385,0.331,4.5,8978.0
TN,Sumner County,1/1/2014,0.067,55100,0.294,3.4,7282.0
TN,Sumner County,1/1/2015,0.065,56077,0.297,3.4,7236.0
TN,Tipton County,1/1/2014,0.089,51246,0.346,3.0,9168.0
TN,Tipton County,1/1/2015,0.1,53183,0.329,3.0,7909.0
TN,Unicoi County,1/1/2014,0.092,36786,0.314,4.6,9655.0
TN,Unicoi County,1/1/2015,0.089,36568,0.304,4.6,10604.0
TN,Van Buren County,1/1/2014,0.116,35201,0.335,4.3,8426.0
TN,Van Buren County,1/1/2015,0.12,37393,0.316,4.3,14365.0
TN,Warren County,1/1/2014,0.092,33576,0.341,4.9,9675.0
TN,Warren County,1/1/2015,0.092,36327,0.322,4.9,10068.0
TN,Washington County,1/1/2014,0.067,42371,0.293,3.8,8155.0
TN,Washington County,1/1/2015,0.073,41542,0.309,3.8,8403.0
TN,Wayne County,1/1/2014,0.108,32016,0.315,3.8,10013.0
TN,Wayne County,1/1/2015,0.115,33318,0.337,3.8,9023.0
TN,Weakley County,1/1/2014,0.118,37595,0.295,3.1,8379.0
TN,Weakley County,1/1/2015,0.116,34809,0.304,3.1,9273.0
TN,White County,1/1/2014,0.113,34534,0.303,3.2,10088.0
TN,White County,1/1/2015,0.112,34320,0.311,3.2,11526.0
TN,Williamson County,1/1/2014,0.054,93003,0.259,1.9,3839.0
TN,Williamson County,1/1/2015,0.056,93241,0.27,1.9,3862.0
TN,Wilson County,1/1/2014,0.064,57676,0.335,3.6,7006.0
TN,Wilson County,1/1/2015,0.065,59655,0.317,3.6,6824.0
TX,Anderson County,1/1/2014,0.077,41530,0.34,3.5,10526.0
TX,Anderson County,1/1/2015,0.072,41279,0.356,3.5,10106.0
TX,Angelina County,1/1/2014,0.067,39747,0.318,3.9,8965.0
TX,Angelina County,1/1/2015,0.063,41804,0.297,3.9,8794.0
TX,Austin County,1/1/2014,0.06,51448,0.308,3.3,7334.0
TX,Austin County,1/1/2015,0.058,52042,0.278,3.3,6602.0
TX,Bandera County,1/1/2014,0.06,48492,0.29,6.5,6661.0
TX,Bandera County,1/1/2015,0.055,50334,0.287,6.5,6274.0
TX,Bastrop County,1/1/2014,0.064,50024,0.312,4.2,7097.0
TX,Bastrop County,1/1/2015,0.061,50151,0.31,4.2,6400.0
TX,Bell County,1/1/2014,0.073,48391,0.291,3.8,7326.0
TX,Bell County,1/1/2015,0.07,50223,0.296,3.8,7518.0
TX,Bexar County,1/1/2014,0.066,49651,0.293,3.3,6964.0
TX,Bexar County,1/1/2015,0.06,49655,0.301,3.3,6861.0
TX,Bowie County,1/1/2014,0.068,40574,0.315,4.6,8997.0
TX,Bowie County,1/1/2015,0.072,41657,0.344,4.6,8782.0
TX,Brazoria County,1/1/2014,0.07,64883,0.29,2.7,6795.0
TX,Brazoria County,1/1/2015,0.066,66337,0.3,2.7,6213.0
TX,Brazos County,1/1/2014,0.055,40064,0.283,2.8,5753.0
TX,Brazos County,1/1/2015,0.049,39732,0.276,2.8,5274.0
TX,Brewster County,1/1/2014,0.047,39235,0.27,2.4,4839.0
TX,Brewster County,1/1/2015,0.053,39106,0.269,2.4,6660.0
TX,Brown County,1/1/2014,0.06,43303,0.323,3.4,9956.0
TX,Brown County,1/1/2015,0.057,38636,0.311,3.4,8605.0
TX,Burnet County,1/1/2014,0.054,49685,0.277,2.8,7160.0
TX,Burnet County,1/1/2015,0.05,49286,0.287,2.8,7670.0
TX,Cameron County,1/1/2014,0.105,31080,0.27,3.3,5908.0
TX,Cameron County,1/1/2015,0.101,33905,0.277,3.3,5992.0
TX,Cass County,1/1/2014,0.091,36172,0.294,2.9,10641.0
TX,Cass County,1/1/2015,0.092,37546,0.288,2.9,10275.0
TX,Cherokee County,1/1/2014,0.077,35202,0.336,4.0,9433.0
TX,Cherokee County,1/1/2015,0.075,37735,0.319,4.0,9301.0
TX,Collin County,1/1/2014,0.061,81992,0.245,2.4,4134.0
TX,Collin County,1/1/2015,0.057,81315,0.257,2.4,3958.0
TX,Comanche County,1/1/2014,0.058,36522,0.288,3.3,8645.0
TX,Comanche County,1/1/2015,0.053,35434,0.292,3.3,7921.0
TX,Cooke County,1/1/2014,0.044,51473,0.316,2.3,9303.0
TX,Cooke County,1/1/2015,0.045,53565,0.308,2.3,7994.0
TX,Coryell County,1/1/2014,0.086,46132,0.295,4.8,6648.0
TX,Coryell County,1/1/2015,0.084,50161,0.313,4.8,6497.0
TX,Dallas County,1/1/2014,0.072,47343,0.303,3.3,7187.0
TX,Dallas County,1/1/2015,0.067,47902,0.292,3.3,6875.0
TX,Denton County,1/1/2014,0.06,71338,0.295,2.5,4776.0
TX,Denton County,1/1/2015,0.055,75099,0.266,2.5,4555.0
TX,Ector County,1/1/2014,0.042,49784,0.32,3.6,9159.0
TX,Ector County,1/1/2015,0.04,53752,0.315,3.6,9321.0
TX,El Paso County,1/1/2014,0.093,40092,0.234,3.2,5821.0
TX,El Paso County,1/1/2015,0.088,39748,0.254,3.2,5844.0
TX,Ellis County,1/1/2014,0.068,58016,0.291,2.9,6420.0
TX,Ellis County,1/1/2015,0.063,59257,0.28,2.9,6119.0
TX,Erath County,1/1/2014,0.055,38636,0.281,4.2,5910.0
TX,Erath County,1/1/2015,0.057,40346,0.295,4.2,6131.0
TX,Falls County,1/1/2014,0.084,34388,0.31,4.5,9262.0
TX,Falls County,1/1/2015,0.083,34376,0.316,4.5,7432.0
TX,Fort Bend County,1/1/2014,0.061,86037,0.252,2.7,4584.0
TX,Fort Bend County,1/1/2015,0.057,87901,0.25,2.7,4364.0
TX,Freestone County,1/1/2014,0.054,45402,0.315,3.5,8284.0
TX,Freestone County,1/1/2015,0.055,44408,0.308,3.5,8907.0
TX,Galveston County,1/1/2014,0.077,59588,0.293,3.2,7839.0
TX,Galveston County,1/1/2015,0.068,60210,0.289,3.2,7157.0
TX,Gillespie County,1/1/2014,0.042,51132,0.295,2.3,5581.0
TX,Gillespie County,1/1/2015,0.039,50443,0.314,2.3,5611.0
TX,Gonzales County,1/1/2014,0.046,36006,0.322,5.3,8830.0
TX,Gonzales County,1/1/2015,0.047,37051,0.328,5.3,9016.0
TX,Grayson County,1/1/2014,0.072,46127,0.27,4.6,8750.0
TX,Grayson County,1/1/2015,0.066,44596,0.281,4.6,8871.0
TX,Gregg County,1/1/2014,0.057,43321,0.324,2.8,9599.0
TX,Gregg County,1/1/2015,0.055,46501,0.337,2.8,9467.0
TX,Guadalupe County,1/1/2014,0.058,62141,0.299,3.0,5844.0
TX,Guadalupe County,1/1/2015,0.056,59288,0.315,3.0,5962.0
TX,Hale County,1/1/2014,0.065,40118,0.282,3.3,7207.0
TX,Hale County,1/1/2015,0.124,39209,0.29,3.3,6865.0
TX,Hardin County,1/1/2014,0.079,52318,0.316,3.7,8478.0
TX,Hardin County,1/1/2015,0.08,52037,0.339,3.7,8838.0
TX,Harris County,1/1/2014,0.068,51298,0.285,3.3,6995.0
TX,Harris County,1/1/2015,0.062,52533,0.282,3.3,6464.0
TX,Harrison County,1/1/2014,0.069,44958,0.332,4.8,8716.0
TX,Harrison County,1/1/2015,0.064,43777,0.315,4.8,9113.0
TX,Hays County,1/1/2014,0.057,55819,0.303,3.0,5208.0
TX,Hays County,1/1/2015,0.052,59260,0.273,3.0,4767.0
TX,Henderson County,1/1/2014,0.073,38017,0.276,4.1,10232.0
TX,Henderson County,1/1/2015,0.069,39069,0.273,4.1,9714.0
TX,Hidalgo County,1/1/2014,0.11,33393,0.311,3.5,5745.0
TX,Hidalgo County,1/1/2015,0.108,34607,0.34,3.5,5499.0
TX,Hockley County,1/1/2014,0.047,46010,0.291,4.7,7338.0
TX,Hockley County,1/1/2015,0.044,50047,0.287,4.7,8554.0
TX,Houston County,1/1/2014,0.095,33650,0.298,4.2,9348.0
TX,Houston County,1/1/2015,0.088,34777,0.316,4.2,8429.0
TX,Hunt County,1/1/2014,0.078,42821,0.324,3.5,9045.0
TX,Hunt County,1/1/2015,0.066,44361,0.302,3.5,8588.0
TX,Jasper County,1/1/2014,0.099,39219,0.303,2.7,9998.0
TX,Jasper County,1/1/2015,0.098,39414,0.31,2.7,9072.0
TX,Jefferson County,1/1/2014,0.107,41207,0.355,3.4,9440.0
TX,Jefferson County,1/1/2015,0.105,42099,0.35,3.4,8350.0
TX,Johnson County,1/1/2014,0.066,56659,0.326,4.1,7907.0
TX,Johnson County,1/1/2015,0.06,55960,0.327,4.1,7585.0
TX,Kaufman County,1/1/2014,0.071,55044,0.372,5.3,7605.0
TX,Kaufman County,1/1/2015,0.065,61004,0.332,5.3,7656.0
TX,Kerr County,1/1/2014,0.055,40919,0.278,3.7,7880.0
TX,Kerr County,1/1/2015,0.053,42456,0.264,3.7,7620.0
TX,Lamar County,1/1/2014,0.09,37943,0.276,3.7,9175.0
TX,Lamar County,1/1/2015,0.079,37593,0.308,3.7,9382.0
TX,Leon County,1/1/2014,0.067,42201,0.294,3.6,9930.0
TX,Leon County,1/1/2015,0.061,43617,0.297,3.6,9470.0
TX,Liberty County,1/1/2014,0.088,48441,0.319,6.0,9967.0
TX,Liberty County,1/1/2015,0.081,46176,0.32,6.0,9070.0
TX,Lubbock County,1/1/2014,0.055,41555,0.282,3.6,8190.0
TX,Lubbock County,1/1/2015,0.05,46223,0.277,3.6,7908.0
TX,Matagorda County,1/1/2014,0.099,40860,0.302,4.1,7544.0
TX,Matagorda County,1/1/2015,0.096,42036,0.314,4.1,8275.0
TX,Maverick County,1/1/2014,0.126,31313,0.303,3.6,5762.0
TX,Maverick County,1/1/2015,0.126,32073,0.304,3.6,5888.0
TX,McLennan County,1/1/2014,0.065,40855,0.304,4.9,7883.0
TX,McLennan County,1/1/2015,0.061,41066,0.286,4.9,7686.0
TX,Medina County,1/1/2014,0.064,51345,0.282,1.8,7272.0
TX,Medina County,1/1/2015,0.06,53714,0.288,1.8,6310.0
TX,Midland County,1/1/2014,0.035,61268,0.281,3.0,7115.0
TX,Midland County,1/1/2015,0.033,71151,0.284,3.0,7013.0
TX,Montgomery County,1/1/2014,0.06,65874,0.289,3.8,6483.0
TX,Montgomery County,1/1/2015,0.054,69317,0.279,3.8,6357.0
TX,Nacogdoches County,1/1/2014,0.063,35183,0.298,5.2,8860.0
TX,Nacogdoches County,1/1/2015,0.063,36775,0.301,5.2,8682.0
TX,Nueces County,1/1/2014,0.062,48066,0.294,3.2,7504.0
TX,Nueces County,1/1/2015,0.058,48324,0.306,3.2,7658.0
TX,Orange County,1/1/2014,0.098,49238,0.329,5.4,10820.0
TX,Orange County,1/1/2015,0.101,51340,0.322,5.4,10425.0
TX,Parker County,1/1/2014,0.061,63720,0.312,3.3,7163.0
TX,Parker County,1/1/2015,0.057,61199,0.337,3.3,6958.0
TX,Pecos County,1/1/2014,0.045,42378,0.295,4.0,6559.0
TX,Pecos County,1/1/2015,0.049,43766,0.298,4.0,6357.0
TX,Polk County,1/1/2014,0.083,40254,0.342,4.6,13503.0
TX,Polk County,1/1/2015,0.079,39833,0.336,4.6,12584.0
TX,Potter County,1/1/2014,0.056,35754,0.342,3.9,10050.0
TX,Potter County,1/1/2015,0.052,37366,0.329,3.9,9518.0
TX,Randall County,1/1/2014,0.042,56716,0.259,2.9,6700.0
TX,Randall County,1/1/2015,0.041,60439,0.256,2.9,6323.0
TX,Rusk County,1/1/2014,0.062,44478,0.352,4.3,9205.0
TX,Rusk County,1/1/2015,0.061,44349,0.37,4.3,9184.0
TX,San Patricio County,1/1/2014,0.076,48287,0.292,3.1,7760.0
TX,San Patricio County,1/1/2015,0.075,46781,0.288,3.1,7915.0
TX,Shelby County,1/1/2014,0.065,37122,0.336,3.9,12643.0
TX,Shelby County,1/1/2015,0.068,36565,0.328,3.9,10216.0
TX,Smith County,1/1/2014,0.07,46305,0.282,3.4,7664.0
TX,Smith County,1/1/2015,0.065,47711,0.273,3.4,7760.0
TX,Starr County,1/1/2014,0.15,23358,0.293,4.6,6592.0
TX,Starr County,1/1/2015,0.154,25408,0.307,4.6,6791.0
TX,Tarrant County,1/1/2014,0.066,56030,0.279,3.0,6735.0
TX,Tarrant County,1/1/2015,0.061,56906,0.286,3.0,6550.0
TX,Taylor County,1/1/2014,0.053,43181,0.282,4.8,8870.0
TX,Taylor County,1/1/2015,0.049,44081,0.282,4.8,8302.0
TX,Terry County,1/1/2014,0.066,34928,0.319,6.9,8488.0
TX,Terry County,1/1/2015,0.061,37489,0.338,6.9,8252.0
TX,Titus County,1/1/2014,0.071,39312,0.305,3.6,7758.0
TX,Titus County,1/1/2015,0.071,40501,0.295,3.6,8111.0
TX,Tom Green County,1/1/2014,0.053,43393,0.283,3.3,8003.0
TX,Tom Green County,1/1/2015,0.051,45405,0.277,3.3,7575.0
TX,Travis County,1/1/2014,0.057,57293,0.237,3.2,5392.0
TX,Travis County,1/1/2015,0.051,60372,0.214,3.2,5094.0
TX,Upshur County,1/1/2014,0.058,43356,0.31,1.4,10284.0
TX,Upshur County,1/1/2015,0.057,46489,0.333,1.4,11364.0
TX,Val Verde County,1/1/2014,0.076,39864,0.277,3.6,6327.0
TX,Val Verde County,1/1/2015,0.073,38645,0.28,3.6,6369.0
TX,Van Zandt County,1/1/2014,0.064,42563,0.325,4.2,9806.0
TX,Van Zandt County,1/1/2015,0.06,43220,0.34,4.2,9326.0
TX,Victoria County,1/1/2014,0.054,49012,0.298,4.9,7379.0
TX,Victoria County,1/1/2015,0.051,51544,0.332,4.9,7264.0
TX,Walker County,1/1/2014,0.067,38024,0.326,5.3,7663.0
TX,Walker County,1/1/2015,0.064,40092,0.304,5.3,7572.0
TX,Washington County,1/1/2014,0.051,45657,0.286,1.6,6496.0
TX,Washington County,1/1/2015,0.05,49472,0.284,1.6,6617.0
TX,Webb County,1/1/2014,0.071,35974,0.307,2.9,6322.0
TX,Webb County,1/1/2015,0.067,38652,0.312,2.9,6236.0
TX,Wharton County,1/1/2014,0.068,40716,0.292,3.9,7969.0
TX,Wharton County,1/1/2015,0.06,42862,0.313,3.9,7838.0
TX,Wichita County,1/1/2014,0.063,43791,0.329,2.8,9438.0
TX,Wichita County,1/1/2015,0.061,43473,0.321,2.8,8822.0
TX,Williamson County,1/1/2014,0.059,71272,0.271,2.1,4462.0
TX,Williamson County,1/1/2015,0.053,71252,0.278,2.1,4311.0
TX,Wilson County,1/1/2014,0.059,61103,0.276,2.8,7134.0
TX,Wilson County,1/1/2015,0.057,60844,0.282,2.8,5845.0
TX,Wise County,1/1/2014,0.063,53927,0.294,3.4,7486.0
TX,Wise County,1/1/2015,0.059,58392,0.298,3.4,7688.0
TX,Wood County,1/1/2014,0.072,45466,0.29,5.1,9651.0
TX,Wood County,1/1/2015,0.066,45763,0.304,5.1,9860.0
TX,Zapata County,1/1/2014,0.065,33462,0.305,1.8,7267.0
TX,Zapata County,1/1/2015,0.062,34506,0.312,1.8,6366.0
UT,Beaver County,1/1/2014,0.059,46309,0.283,2.0,7991.0
UT,Beaver County,1/1/2015,0.041,46138,0.292,2.0,8112.0
UT,Box Elder County,1/1/2014,0.069,53830,0.283,3.1,5931.0
UT,Box Elder County,1/1/2015,0.051,60372,0.311,3.1,6825.0
UT,Cache County,1/1/2014,0.044,47609,0.235,2.5,4114.0
UT,Cache County,1/1/2015,0.036,49556,0.224,2.5,4125.0
UT,Carbon County,1/1/2014,0.071,47214,0.261,4.3,8924.0
UT,Carbon County,1/1/2015,0.059,44594,0.277,4.3,10665.0
UT,Davis County,1/1/2014,0.053,69019,0.247,3.0,5264.0
UT,Davis County,1/1/2015,0.042,70456,0.249,3.0,5009.0
UT,Duchesne County,1/1/2014,0.041,57945,0.266,3.3,8969.0
UT,Duchesne County,1/1/2015,0.035,61386,0.269,3.3,9565.0
UT,Emery County,1/1/2014,0.077,51819,0.276,3.8,7346.0
UT,Emery County,1/1/2015,0.06,52070,0.261,3.8,7215.0
UT,Garfield County,1/1/2014,0.105,41786,0.261,1.3,5137.0
UT,Garfield County,1/1/2015,0.094,43798,0.279,1.3,7539.0
UT,Grand County,1/1/2014,0.088,42702,0.206,4.3,8796.0
UT,Grand County,1/1/2015,0.075,42368,0.204,4.3,9790.0
UT,Iron County,1/1/2014,0.074,41804,0.256,3.4,6809.0
UT,Iron County,1/1/2015,0.054,43439,0.246,3.4,6759.0
UT,Juab County,1/1/2014,0.069,51823,0.297,2.6,9359.0
UT,Juab County,1/1/2015,0.052,51942,0.306,2.6,7785.0
UT,Kane County,1/1/2014,0.072,43128,0.231,3.5,6502.0
UT,Kane County,1/1/2015,0.054,46350,0.226,3.5,6814.0
UT,Millard County,1/1/2014,0.049,48472,0.297,3.5,5780.0
UT,Millard County,1/1/2015,0.039,51424,0.284,3.5,7142.0
UT,Morgan County,1/1/2014,0.053,75348,0.229,2.3,3682.0
UT,Morgan County,1/1/2015,0.039,83496,0.224,2.3,4386.0
UT,Salt Lake County,1/1/2014,0.055,58743,0.246,3.3,6179.0
UT,Salt Lake County,1/1/2015,0.042,61716,0.248,3.3,6075.0
UT,San Juan County,1/1/2014,0.107,38329,0.285,3.1,7193.0
UT,San Juan County,1/1/2015,0.093,40327,0.251,3.1,9236.0
UT,Sanpete County,1/1/2014,0.075,43921,0.253,3.5,6697.0
UT,Sanpete County,1/1/2015,0.058,45338,0.242,3.5,6771.0
UT,Sevier County,1/1/2014,0.064,45243,0.292,3.9,8059.0
UT,Sevier County,1/1/2015,0.052,49877,0.302,3.9,7449.0
UT,Summit County,1/1/2014,0.053,84672,0.153,2.2,4641.0
UT,Summit County,1/1/2015,0.039,81907,0.146,2.2,3928.0
UT,Tooele County,1/1/2014,0.063,61927,0.303,3.4,6616.0
